Distribution_Center,SKU_Code,Product_Offering,Generation,ASP Group,Week,Forecasted,Unconstrained_Demand
D,Prod_K_3,K,3,12,120,13712,4616
D,Prod_K_3,K,3,12,121,12321,4384
D,Prod_K_3,K,3,12,122,8214,12594
D,Prod_K_3,K,3,12,123,11079,8322
D,Prod_K_3,K,3,12,124,7585,4993
D,Prod_K_3,K,3,12,125,6409,10437
D,Prod_K_3,K,3,12,126,6409,1888
D,Prod_K_3,K,3,12,127,13613,14014
D,Prod_K_3,K,3,12,128,11476,985
D,Prod_K_3,K,3,12,129,11476,3788
D,Prod_K_3,K,3,12,130,8098,903
D,Prod_K_3,K,3,12,131,5399,153
D,Prod_K_3,K,3,12,132,8098,298
D,Prod_K_3,K,3,12,133,5399,426
D,Prod_K_3,K,3,12,134,25213,799
D,Prod_K_3,K,3,12,135,15128,46
D,Prod_K_3,K,3,12,136,10085,116
D,Prod_K_3,K,3,12,137,10085,4182
D,Prod_K_3,K,3,12,138,2898,8682
D,Prod_K_3,K,3,12,139,2898,464
D,Prod_K_3,K,3,12,140,1242,17314
D,Prod_K_3,K,3,12,141,414,46
D,Prod_K_3,K,3,12,142,414,911
E,Prod_K_3,K,3,12,71,62,124
E,Prod_K_3,K,3,12,72,186,911
E,Prod_K_3,K,3,12,73,348,1697
E,Prod_K_3,K,3,12,74,658,1201
E,Prod_K_3,K,3,12,75,522,1159
E,Prod_K_3,K,3,12,76,460,373
E,Prod_K_3,K,3,12,77,559,1159
E,Prod_K_3,K,3,12,78,758,1076
E,Prod_K_3,K,3,12,79,248,580
E,Prod_K_3,K,3,12,80,199,828
E,Prod_K_3,K,3,12,81,199,373
E,Prod_K_3,K,3,12,82,186,414
E,Prod_K_3,K,3,12,83,323,1946
E,Prod_K_3,K,3,12,84,161,869
E,Prod_K_3,K,3,12,85,261,994
E,Prod_K_3,K,3,12,86,149,745
E,Prod_K_3,K,3,12,87,733,1697
E,Prod_K_3,K,3,12,88,199,1035
E,Prod_K_3,K,3,12,89,315,621
E,Prod_K_3,K,3,12,90,190,662
E,Prod_K_3,K,3,12,92,414,1242
E,Prod_K_3,K,3,12,93,83,248
E,Prod_K_3,K,3,12,94,298,207
E,Prod_K_3,K,3,12,95,447,745
E,Prod_K_3,K,3,12,96,745,1159
E,Prod_K_3,K,3,12,97,199,497
E,Prod_K_3,K,3,12,98,311,290
E,Prod_K_3,K,3,12,100,0,704
E,Prod_K_3,K,3,12,103,534,331
E,Prod_K_3,K,3,12,106,41,662
E,Prod_K_3,K,3,12,107,99,538
E,Prod_K_3,K,3,12,108,12,497
E,Prod_K_3,K,3,12,110,4,248
E,Prod_K_3,K,3,12,111,12,580
E,Prod_K_3,K,3,12,112,91,331
E,Prod_K_3,K,3,12,113,58,331
E,Prod_K_3,K,3,12,114,8,497
E,Prod_K_3,K,3,12,115,8,290
E,Prod_K_3,K,3,12,116,33,248
E,Prod_K_3,K,3,12,117,141,414
E,Prod_K_3,K,3,12,118,17,248
E,Prod_K_3,K,3,12,119,17,41
E,Prod_K_3,K,3,12,120,0,83
E,Prod_K_3,K,3,12,121,58,290
E,Prod_K_3,K,3,12,122,66,166
E,Prod_K_3,K,3,12,124,0,166
E,Prod_K_3,K,3,12,125,37,41
E,Prod_K_3,K,3,12,127,21,166
E,Prod_K_3,K,3,12,128,41,83
E,Prod_K_3,K,3,12,130,8,41
E,Prod_K_3,K,3,12,131,8,83
E,Prod_K_3,K,3,12,133,8,41
F,Prod_K_3,K,3,12,36,79,166
F,Prod_K_3,K,3,12,37,128,911
F,Prod_K_3,K,3,12,38,431,580
F,Prod_K_3,K,3,12,39,232,1035
F,Prod_K_3,K,3,12,40,460,1076
F,Prod_K_3,K,3,12,42,290,497
F,Prod_K_3,K,3,12,43,269,124
F,Prod_K_3,K,3,12,46,811,952
F,Prod_K_3,K,3,12,48,662,1532
F,Prod_K_3,K,3,12,51,1271,290
F,Prod_K_3,K,3,12,52,662,869
F,Prod_K_3,K,3,12,53,662,2277
F,Prod_K_3,K,3,12,57,1553,331
F,Prod_K_3,K,3,12,58,2244,248
F,Prod_K_3,K,3,12,60,1553,828
F,Prod_K_3,K,3,12,63,1863,7535
F,Prod_K_3,K,3,12,64,1747,4016
F,Prod_K_3,K,3,12,66,1747,3850
F,Prod_K_3,K,3,12,68,3130,869
F,Prod_K_3,K,3,12,71,1615,4182
F,Prod_K_3,K,3,12,72,1615,4471
F,Prod_K_3,K,3,12,74,1731,1863
F,Prod_K_3,K,3,12,75,3519,580
F,Prod_K_3,K,3,12,76,3300,1118
F,Prod_K_3,K,3,12,77,3300,7535
F,Prod_K_3,K,3,12,78,3300,41
F,Prod_K_3,K,3,12,79,3076,124
F,Prod_K_3,K,3,12,80,3300,952
F,Prod_K_3,K,3,12,81,3300,1242
F,Prod_K_3,K,3,12,82,3300,207
F,Prod_K_3,K,3,12,84,3300,5506
F,Prod_K_3,K,3,12,85,3076,1283
F,Prod_K_3,K,3,12,87,3511,1118
F,Prod_K_3,K,3,12,94,2774,207
F,Prod_K_3,K,3,12,95,2774,414
F,Prod_K_3,K,3,12,96,2774,1656
F,Prod_K_3,K,3,12,97,2898,787
F,Prod_K_3,K,3,12,103,2679,11427
F,Prod_K_3,K,3,12,110,6210,5506
F,Prod_K_3,K,3,12,112,4364,7494
F,Prod_K_3,K,3,12,113,4674,1822
F,Prod_K_3,K,3,12,114,4658,12503
F,Prod_K_3,K,3,12,115,5796,248
F,Prod_K_3,K,3,12,116,6575,207
G,Prod_K_3,K,3,12,28,0,1242
G,Prod_K_3,K,3,12,29,0,2194
G,Prod_K_3,K,3,12,30,0,9150
G,Prod_K_3,K,3,12,31,290,10185
G,Prod_K_3,K,3,12,32,248,3768
G,Prod_K_3,K,3,12,33,994,4223
G,Prod_K_3,K,3,12,34,3188,8984
G,Prod_K_3,K,3,12,35,4637,18258
G,Prod_K_3,K,3,12,36,5299,6210
G,Prod_K_3,K,3,12,37,331,14118
G,Prod_K_3,K,3,12,38,98709,7701
G,Prod_K_3,K,3,12,39,3975,5879
G,Prod_K_3,K,3,12,40,6624,9771
G,Prod_K_3,K,3,12,41,6086,14739
G,Prod_K_3,K,3,12,42,994,15650
G,Prod_K_3,K,3,12,43,6955,24385
G,Prod_K_3,K,3,12,44,7949,6086
G,Prod_K_3,K,3,12,45,17223,5134
G,Prod_K_3,K,3,12,46,20204,9232
G,Prod_K_3,K,3,12,47,19873,17389
G,Prod_K_3,K,3,12,48,18217,26248
G,Prod_K_3,K,3,12,49,1987,19417
G,Prod_K_3,K,3,12,50,2029,19831
G,Prod_K_3,K,3,12,51,74572,13787
G,Prod_K_3,K,3,12,52,19873,26414
G,Prod_K_3,K,3,12,53,24634,38752
G,Prod_K_3,K,3,12,54,2650,17057
G,Prod_K_3,K,3,12,55,2898,18879
G,Prod_K_3,K,3,12,56,46369,30057
G,Prod_K_3,K,3,12,57,45707,17140
G,Prod_K_3,K,3,12,58,3312,14408
G,Prod_K_3,K,3,12,59,1987,27490
G,Prod_K_3,K,3,12,60,49682,18134
G,Prod_K_3,K,3,12,61,49682,16271
G,Prod_K_3,K,3,12,62,6624,20328
G,Prod_K_3,K,3,12,63,5796,19873
G,Prod_K_3,K,3,12,64,132252,19666
G,Prod_K_3,K,3,12,65,69554,35771
G,Prod_K_3,K,3,12,66,69554,23682
G,Prod_K_3,K,3,12,67,3312,28111
G,Prod_K_3,K,3,12,68,6624,10268
G,Prod_K_3,K,3,12,69,6624,29768
G,Prod_K_3,K,3,12,70,75516,19583
G,Prod_K_3,K,3,12,71,76178,28484
G,Prod_K_3,K,3,12,72,6624,33121
G,Prod_K_3,K,3,12,73,86115,30099
G,Prod_K_3,K,3,12,74,9936,28153
G,Prod_K_3,K,3,12,75,9936,12586
G,Prod_K_3,K,3,12,76,16561,24178
G,Prod_K_3,K,3,12,77,143021,15401
G,Prod_K_3,K,3,12,78,59618,29975
G,Prod_K_3,K,3,12,79,4968,40490
G,Prod_K_3,K,3,12,80,69554,52000
G,Prod_K_3,K,3,12,81,11178,23516
G,Prod_K_3,K,3,12,82,57962,20990
G,Prod_K_3,K,3,12,83,8694,16602
G,Prod_K_3,K,3,12,84,9936,17554
G,Prod_K_3,K,3,12,85,16561,15815
G,Prod_K_3,K,3,12,86,19873,18258
G,Prod_K_3,K,3,12,87,9936,10640
G,Prod_K_3,K,3,12,88,9936,7990
G,Prod_K_3,K,3,12,89,11592,13373
G,Prod_K_3,K,3,12,90,181785,11924
G,Prod_K_3,K,3,12,91,828,5010
G,Prod_K_3,K,3,12,92,2484,6666
G,Prod_K_3,K,3,12,93,1656,6127
G,Prod_K_3,K,3,12,94,3726,1739
G,Prod_K_3,K,3,12,95,6624,10516
G,Prod_K_3,K,3,12,96,8280,2857
G,Prod_K_3,K,3,12,97,6210,4057
G,Prod_K_3,K,3,12,98,8280,2732
H,Prod_K_3,K,3,12,28,0,455
H,Prod_K_3,K,3,12,29,0,1490
H,Prod_K_3,K,3,12,30,3345,4016
H,Prod_K_3,K,3,12,31,3345,3975
H,Prod_K_3,K,3,12,32,4124,1035
H,Prod_K_3,K,3,12,33,4281,1366
H,Prod_K_3,K,3,12,34,7113,2318
H,Prod_K_3,K,3,12,35,7692,1118
H,Prod_K_3,K,3,12,36,7320,4927
H,Prod_K_3,K,3,12,37,3933,5639
H,Prod_K_3,K,3,12,38,7634,952
H,Prod_K_3,K,3,12,39,7444,5258
H,Prod_K_3,K,3,12,40,7419,1532
H,Prod_K_3,K,3,12,41,5390,3933
H,Prod_K_3,K,3,12,42,3113,2422
H,Prod_K_3,K,3,12,43,2070,6127
H,Prod_K_3,K,3,12,44,2732,5506
H,Prod_K_3,K,3,12,45,2732,2774
H,Prod_K_3,K,3,12,46,6972,2318
H,Prod_K_3,K,3,12,47,2732,4057
H,Prod_K_3,K,3,12,48,11849,2732
H,Prod_K_3,K,3,12,51,12495,5631
H,Prod_K_3,K,3,12,52,7730,3602
H,Prod_K_3,K,3,12,53,26418,9522
H,Prod_K_3,K,3,12,54,18159,2939
H,Prod_K_3,K,3,12,55,17426,1946
H,Prod_K_3,K,3,12,56,11799,7701
H,Prod_K_3,K,3,12,57,33821,12288
H,Prod_K_3,K,3,12,58,16213,5672
H,Prod_K_3,K,3,12,60,11799,6065
H,Prod_K_3,K,3,12,61,36528,17571
H,Prod_K_3,K,3,12,62,23810,2310
H,Prod_K_3,K,3,12,63,21599,20701
H,Prod_K_3,K,3,12,64,33995,4633
H,Prod_K_3,K,3,12,65,7866,7204
H,Prod_K_3,K,3,12,66,12429,11841
H,Prod_K_3,K,3,12,67,11377,6045
H,Prod_K_3,K,3,12,68,11269,10930
H,Prod_K_3,K,3,12,69,10582,5299
H,Prod_K_3,K,3,12,70,9936,25917
H,Prod_K_3,K,3,12,71,22820,26265
H,Prod_K_3,K,3,12,72,13422,9150
H,Prod_K_3,K,3,12,73,23913,1159
H,Prod_K_3,K,3,12,76,23226,16954
H,Prod_K_3,K,3,12,77,39745,17119
H,Prod_K_3,K,3,12,78,40702,12006
H,Prod_K_3,K,3,12,79,19736,7825
H,Prod_K_3,K,3,12,80,24534,6624
H,Prod_K_3,K,3,12,81,14076,1159
H,Prod_K_3,K,3,12,82,25222,7825
H,Prod_K_3,K,3,12,83,14904,6666
H,Prod_K_3,K,3,12,84,27085,6707
H,Prod_K_3,K,3,12,85,14010,4347
H,Prod_K_3,K,3,12,86,16047,6997
H,Prod_K_3,K,3,12,87,9493,828
H,Prod_K_3,K,3,12,88,7990,4761
H,Prod_K_3,K,3,12,89,9911,2981
H,Prod_K_3,K,3,12,90,9928,2525
H,Prod_K_3,K,3,12,91,0,1242
H,Prod_K_3,K,3,12,92,3991,2277
H,Prod_K_3,K,3,12,93,9121,2898
H,Prod_K_3,K,3,12,94,8177,828
H,Prod_K_3,K,3,12,96,6599,5672
H,Prod_K_3,K,3,12,97,6351,7287
H,Prod_K_3,K,3,12,103,13315,7866
H,Prod_K_3,K,3,12,106,9307,1159
H,Prod_K_3,K,3,12,107,6368,1904
H,Prod_K_3,K,3,12,109,8040,3395
H,Prod_K_3,K,3,12,111,9911,1946
H,Prod_K_3,K,3,12,112,4273,10682
H,Prod_K_3,K,3,12,113,27333,5341
H,Prod_K_3,K,3,12,114,24319,3064
H,Prod_K_3,K,3,12,115,13737,7618
H,Prod_K_3,K,3,12,116,13737,15236
H,Prod_K_3,K,3,12,117,9282,1739
H,Prod_K_3,K,3,12,118,17157,5589
H,Prod_K_3,K,3,12,119,7767,621
H,Prod_K_3,K,3,12,120,13720,994
H,Prod_K_3,K,3,12,121,7552,12379
H,Prod_K_3,K,3,12,122,13551,14656
H,Prod_K_3,K,3,12,123,7552,10806
H,Prod_K_3,K,3,12,124,10019,8611
H,Prod_K_3,K,3,12,125,7469,13662
H,Prod_K_3,K,3,12,126,4666,2857
H,Prod_K_3,K,3,12,127,9332,1325
H,Prod_K_3,K,3,12,128,5871,373
H,Prod_K_3,K,3,12,130,9199,1076
H,Prod_K_3,K,3,12,131,23814,497
H,Prod_K_3,K,3,12,135,2695,6169
H,Prod_K_3,K,3,12,136,1697,828
H,Prod_K_3,K,3,12,137,1760,414
H,Prod_K_3,K,3,12,138,8487,1076
H,Prod_K_3,K,3,12,140,4215,1325
H,Prod_K_3,K,3,12,141,8338,15401
H,Prod_K_3,K,3,12,142,6318,4223
I,Prod_K_3,K,3,12,40,869,2318
I,Prod_K_3,K,3,12,41,828,1780
I,Prod_K_3,K,3,12,42,828,2277
I,Prod_K_3,K,3,12,43,828,1739
I,Prod_K_3,K,3,12,45,828,1408
I,Prod_K_3,K,3,12,47,3312,3312
I,Prod_K_3,K,3,12,50,3312,4885
I,Prod_K_3,K,3,12,51,1242,11799
I,Prod_K_3,K,3,12,53,1656,1118
I,Prod_K_3,K,3,12,54,3312,1904
I,Prod_K_3,K,3,12,55,4968,9274
I,Prod_K_3,K,3,12,58,3312,8611
I,Prod_K_3,K,3,12,59,3726,7204
I,Prod_K_3,K,3,12,61,3312,7369
I,Prod_K_3,K,3,12,62,4968,8073
I,Prod_K_3,K,3,12,63,8280,13911
I,Prod_K_3,K,3,12,64,11592,18217
I,Prod_K_3,K,3,12,66,1656,8115
I,Prod_K_3,K,3,12,68,16561,17471
I,Prod_K_3,K,3,12,70,3312,11675
I,Prod_K_3,K,3,12,71,4968,7328
I,Prod_K_3,K,3,12,72,11592,10433
I,Prod_K_3,K,3,12,73,16561,17140
I,Prod_K_3,K,3,12,74,6624,13662
I,Prod_K_3,K,3,12,75,4140,9522
I,Prod_K_3,K,3,12,76,11592,6831
I,Prod_K_3,K,3,12,77,8280,12959
I,Prod_K_3,K,3,12,78,1656,1697
I,Prod_K_3,K,3,12,79,4968,6376
I,Prod_K_3,K,3,12,80,6210,15939
I,Prod_K_3,K,3,12,81,7452,8156
I,Prod_K_3,K,3,12,82,4968,3850
I,Prod_K_3,K,3,12,85,9936,9315
I,Prod_K_3,K,3,12,86,9936,5838
I,Prod_K_3,K,3,12,90,21115,3602
I,Prod_K_3,K,3,12,91,1656,1242
I,Prod_K_3,K,3,12,93,5796,6541
I,Prod_K_3,K,3,12,94,6459,8115
I,Prod_K_3,K,3,12,95,2898,5920
I,Prod_K_3,K,3,12,96,4637,7038
I,Prod_K_3,K,3,12,97,4637,4182
I,Prod_K_3,K,3,12,98,2070,1780
I,Prod_K_3,K,3,12,99,2898,2815
I,Prod_K_3,K,3,12,100,4140,4223
A,Prod_K_4,K,4,12,109,2484,5175
A,Prod_K_4,K,4,12,110,2484,7411
A,Prod_K_4,K,4,12,111,2484,12793
A,Prod_K_4,K,4,12,112,62847,11096
A,Prod_K_4,K,4,12,113,48974,20162
A,Prod_K_4,K,4,12,114,81871,16105
A,Prod_K_4,K,4,12,115,75619,17844
A,Prod_K_4,K,4,12,116,37559,12917
A,Prod_K_4,K,4,12,117,90420,14242
A,Prod_K_4,K,4,12,118,109597,13248
A,Prod_K_4,K,4,12,119,111262,28608
A,Prod_K_4,K,4,12,120,111759,14366
A,Prod_K_4,K,4,12,121,59717,13497
A,Prod_K_4,K,4,12,122,89775,10268
A,Prod_K_4,K,4,12,123,90147,12089
A,Prod_K_4,K,4,12,124,92358,7204
A,Prod_K_4,K,4,12,125,95451,16312
A,Prod_K_4,K,4,12,126,52787,12793
A,Prod_K_4,K,4,12,127,51586,11303
A,Prod_K_4,K,4,12,128,94788,16478
A,Prod_K_4,K,4,12,129,98928,22108
A,Prod_K_4,K,4,12,130,42875,7866
A,Prod_K_4,K,4,12,131,71459,8984
A,Prod_K_4,K,4,12,132,57167,21694
A,Prod_K_4,K,4,12,133,51487,6417
A,Prod_K_4,K,4,12,134,67008,11551
A,Prod_K_4,K,4,12,135,70076,24013
A,Prod_K_4,K,4,12,136,46254,9067
A,Prod_K_4,K,4,12,137,57817,13911
A,Prod_K_4,K,4,12,138,47048,6955
A,Prod_K_4,K,4,12,139,46452,9315
A,Prod_K_4,K,4,12,140,46452,4720
A,Prod_K_4,K,4,12,141,46452,18092
A,Prod_K_4,K,4,12,142,46452,4968
C,Prod_K_4,K,4,12,127,3768,994
C,Prod_K_4,K,4,12,130,3155,414
C,Prod_K_4,K,4,12,131,2906,1076
C,Prod_K_4,K,4,12,132,3486,3768
C,Prod_K_4,K,4,12,133,3370,2691
C,Prod_K_4,K,4,12,134,2559,704
C,Prod_K_4,K,4,12,135,1470,3602
C,Prod_K_4,K,4,12,136,3022,2111
C,Prod_K_4,K,4,12,137,2410,869
C,Prod_K_4,K,4,12,138,1888,1076
C,Prod_K_4,K,4,12,139,1731,787
C,Prod_K_4,K,4,12,140,1950,10143
C,Prod_K_4,K,4,12,141,1726,5672
C,Prod_K_4,K,4,12,142,2405,3146
D,Prod_K_4,K,4,12,103,18332,11414
D,Prod_K_4,K,4,12,112,13580,4041
D,Prod_K_4,K,4,12,113,16975,3821
D,Prod_K_4,K,4,12,114,16975,10363
D,Prod_K_4,K,4,12,115,14768,11539
D,Prod_K_4,K,4,12,116,9845,6893
D,Prod_K_4,K,4,12,117,30529,9108
D,Prod_K_4,K,4,12,118,30529,17273
D,Prod_K_4,K,4,12,119,29598,9241
D,Prod_K_4,K,4,12,120,29598,6707
D,Prod_K_4,K,4,12,121,31734,8901
D,Prod_K_4,K,4,12,122,42312,4699
D,Prod_K_4,K,4,12,123,42312,5730
D,Prod_K_4,K,4,12,124,31734,11000
D,Prod_K_4,K,4,12,125,50220,6363
D,Prod_K_4,K,4,12,126,20088,9125
D,Prod_K_4,K,4,12,127,33920,7225
D,Prod_K_4,K,4,12,128,40176,9526
D,Prod_K_4,K,4,12,129,42660,12921
D,Prod_K_4,K,4,12,130,33535,8318
D,Prod_K_4,K,4,12,131,44713,14818
D,Prod_K_4,K,4,12,132,33535,15058
D,Prod_K_4,K,4,12,133,41451,9924
D,Prod_K_4,K,4,12,134,38934,11634
D,Prod_K_4,K,4,12,135,38934,6459
D,Prod_K_4,K,4,12,136,38917,6935
D,Prod_K_4,K,4,12,137,48646,10582
D,Prod_K_4,K,4,12,138,35224,10392
D,Prod_K_4,K,4,12,139,44030,14776
D,Prod_K_4,K,4,12,140,41960,8090
D,Prod_K_4,K,4,12,141,41960,24580
D,Prod_K_4,K,4,12,142,34396,1056
E,Prod_K_4,K,4,12,95,70,41
E,Prod_K_4,K,4,12,100,149,83
E,Prod_K_4,K,4,12,103,339,83
E,Prod_K_4,K,4,12,104,480,83
E,Prod_K_4,K,4,12,105,132,41
E,Prod_K_4,K,4,12,106,132,41
E,Prod_K_4,K,4,12,107,480,166
E,Prod_K_4,K,4,12,108,66,207
E,Prod_K_4,K,4,12,111,186,207
E,Prod_K_4,K,4,12,112,132,83
E,Prod_K_4,K,4,12,113,629,124
E,Prod_K_4,K,4,12,114,224,331
E,Prod_K_4,K,4,12,115,149,207
E,Prod_K_4,K,4,12,116,240,124
E,Prod_K_4,K,4,12,117,1366,290
E,Prod_K_4,K,4,12,118,422,248
E,Prod_K_4,K,4,12,119,373,166
E,Prod_K_4,K,4,12,120,83,124
E,Prod_K_4,K,4,12,121,323,207
E,Prod_K_4,K,4,12,122,484,1035
E,Prod_K_4,K,4,12,123,54,124
E,Prod_K_4,K,4,12,124,108,414
E,Prod_K_4,K,4,12,125,306,124
E,Prod_K_4,K,4,12,126,439,414
E,Prod_K_4,K,4,12,127,273,331
E,Prod_K_4,K,4,12,128,282,290
E,Prod_K_4,K,4,12,129,331,83
E,Prod_K_4,K,4,12,130,733,662
E,Prod_K_4,K,4,12,131,261,207
E,Prod_K_4,K,4,12,132,66,124
E,Prod_K_4,K,4,12,133,124,248
E,Prod_K_4,K,4,12,134,157,166
E,Prod_K_4,K,4,12,135,331,373
E,Prod_K_4,K,4,12,136,25,248
E,Prod_K_4,K,4,12,137,75,166
E,Prod_K_4,K,4,12,138,58,41
E,Prod_K_4,K,4,12,139,356,580
E,Prod_K_4,K,4,12,140,75,455
E,Prod_K_4,K,4,12,141,137,207
E,Prod_K_4,K,4,12,142,311,248
F,Prod_K_4,K,4,12,84,157,207
F,Prod_K_4,K,4,12,85,145,331
F,Prod_K_4,K,4,12,87,538,621
F,Prod_K_4,K,4,12,88,406,662
F,Prod_K_4,K,4,12,90,546,414
F,Prod_K_4,K,4,12,92,406,621
F,Prod_K_4,K,4,12,94,348,1283
F,Prod_K_4,K,4,12,95,348,290
F,Prod_K_4,K,4,12,96,348,994
F,Prod_K_4,K,4,12,97,348,787
F,Prod_K_4,K,4,12,100,580,538
F,Prod_K_4,K,4,12,101,874,290
F,Prod_K_4,K,4,12,102,940,2318
F,Prod_K_4,K,4,12,103,679,1283
F,Prod_K_4,K,4,12,104,874,373
F,Prod_K_4,K,4,12,105,915,1449
F,Prod_K_4,K,4,12,106,915,1573
F,Prod_K_4,K,4,12,108,915,455
F,Prod_K_4,K,4,12,109,981,3519
F,Prod_K_4,K,4,12,112,1213,1283
F,Prod_K_4,K,4,12,113,1213,994
F,Prod_K_4,K,4,12,114,1813,1863
F,Prod_K_4,K,4,12,115,1813,3643
F,Prod_K_4,K,4,12,116,1242,1449
H,Prod_K_4,K,4,12,84,6533,704
H,Prod_K_4,K,4,12,85,6575,621
H,Prod_K_4,K,4,12,86,7510,1987
H,Prod_K_4,K,4,12,87,8247,1076
H,Prod_K_4,K,4,12,88,7701,1366
H,Prod_K_4,K,4,12,89,9025,952
H,Prod_K_4,K,4,12,90,8537,704
H,Prod_K_4,K,4,12,91,9100,1449
H,Prod_K_4,K,4,12,92,4107,1159
H,Prod_K_4,K,4,12,93,3813,1242
H,Prod_K_4,K,4,12,94,7386,1076
H,Prod_K_4,K,4,12,96,7974,2318
H,Prod_K_4,K,4,12,97,8636,3395
H,Prod_K_4,K,4,12,100,4877,2236
H,Prod_K_4,K,4,12,101,10582,5299
H,Prod_K_4,K,4,12,103,15757,2857
H,Prod_K_4,K,4,12,105,9969,704
H,Prod_K_4,K,4,12,106,9431,911
H,Prod_K_4,K,4,12,107,4488,290
H,Prod_K_4,K,4,12,109,10234,4844
H,Prod_K_4,K,4,12,111,12180,3022
H,Prod_K_4,K,4,12,112,5374,4223
H,Prod_K_4,K,4,12,113,15583,2029
H,Prod_K_4,K,4,12,114,14921,2277
H,Prod_K_4,K,4,12,115,9232,4347
H,Prod_K_4,K,4,12,116,9232,2236
H,Prod_K_4,K,4,12,117,19260,3933
H,Prod_K_4,K,4,12,118,17521,4057
H,Prod_K_4,K,4,12,119,18920,3726
H,Prod_K_4,K,4,12,120,17488,5589
H,Prod_K_4,K,4,12,121,8355,2898
H,Prod_K_4,K,4,12,122,15948,3685
H,Prod_K_4,K,4,12,123,16606,3188
H,Prod_K_4,K,4,12,124,22046,11178
H,Prod_K_4,K,4,12,125,12930,455
H,Prod_K_4,K,4,12,126,14093,3105
H,Prod_K_4,K,4,12,127,7138,704
H,Prod_K_4,K,4,12,128,8620,4099
H,Prod_K_4,K,4,12,129,8206,4596
H,Prod_K_4,K,4,12,130,19301,4844
H,Prod_K_4,K,4,12,131,18320,2567
H,Prod_K_4,K,4,12,132,17041,2608
H,Prod_K_4,K,4,12,133,17736,6169
H,Prod_K_4,K,4,12,134,11365,7038
H,Prod_K_4,K,4,12,135,10868,7618
H,Prod_K_4,K,4,12,136,13961,1780
H,Prod_K_4,K,4,12,137,13911,4761
H,Prod_K_4,K,4,12,138,14399,4223
H,Prod_K_4,K,4,12,139,14714,10889
H,Prod_K_4,K,4,12,140,14383,6955
H,Prod_K_4,K,4,12,141,8156,8860
H,Prod_K_4,K,4,12,142,6529,4927
D,Prod_L_2,L,2,12,1,621,6873
D,Prod_L_2,L,2,12,3,828,2443
D,Prod_L_2,L,2,12,4,513,7576
D,Prod_L_2,L,2,12,5,758,9854
D,Prod_L_2,L,2,12,6,5664,7369
D,Prod_L_2,L,2,12,7,3118,3519
D,Prod_L_2,L,2,12,9,5734,27822
D,Prod_L_2,L,2,12,10,1656,3151
D,Prod_L_2,L,2,12,11,2484,15882
D,Prod_L_2,L,2,12,12,16416,11634
D,Prod_L_2,L,2,12,13,1056,9497
D,Prod_L_2,L,2,12,14,3581,20866
D,Prod_L_2,L,2,12,15,994,19773
D,Prod_L_2,L,2,12,16,1180,2873
D,Prod_L_2,L,2,12,17,207,11414
D,Prod_L_2,L,2,12,18,373,4471
D,Prod_L_2,L,2,12,19,828,4132
D,Prod_L_2,L,2,12,20,828,646
D,Prod_L_2,L,2,12,21,869,2277
D,Prod_L_2,L,2,12,22,5279,3204
D,Prod_L_2,L,2,12,23,10826,923
D,Prod_L_2,L,2,12,24,27623,1573
D,Prod_L_2,L,2,12,25,40726,1076
D,Prod_L_2,L,2,12,26,2434,4803
D,Prod_L_2,L,2,12,27,5775,2484
D,Prod_L_2,L,2,12,28,19065,2956
D,Prod_L_2,L,2,12,29,0,2608
D,Prod_L_2,L,2,12,30,0,4153
D,Prod_L_2,L,2,12,31,1097,3068
D,Prod_L_2,L,2,12,32,83,1114
D,Prod_L_2,L,2,12,33,4273,5415
D,Prod_L_2,L,2,12,34,75,4844
D,Prod_L_2,L,2,12,35,6210,5813
D,Prod_L_2,L,2,12,36,5713,5937
D,Prod_L_2,L,2,12,37,7369,4326
D,Prod_L_2,L,2,12,38,6144,4244
D,Prod_L_2,L,2,12,39,2484,2236
D,Prod_L_2,L,2,12,40,6210,3478
D,Prod_L_2,L,2,12,41,3726,2070
D,Prod_L_2,L,2,12,42,3312,2650
D,Prod_L_2,L,2,12,43,2815,3892
D,Prod_L_2,L,2,12,44,1863,2815
D,Prod_L_2,L,2,12,45,3726,6624
D,Prod_L_2,L,2,12,47,2799,5010
D,Prod_L_2,L,2,12,48,1325,4803
D,Prod_L_2,L,2,12,49,2012,3726
D,Prod_L_2,L,2,12,50,2484,2111
D,Prod_L_2,L,2,12,51,0,2029
D,Prod_L_2,L,2,12,52,1863,2029
D,Prod_L_2,L,2,12,53,1822,3105
D,Prod_L_2,L,2,12,54,1428,3809
D,Prod_L_2,L,2,12,55,911,1283
D,Prod_L_2,L,2,12,56,911,2318
D,Prod_L_2,L,2,12,57,484,3395
D,Prod_L_2,L,2,12,58,2236,2070
D,Prod_L_2,L,2,12,59,3354,704
D,Prod_L_2,L,2,12,60,2236,1387
D,Prod_L_2,L,2,12,61,1118,2761
D,Prod_L_2,L,2,12,62,1656,10640
D,Prod_L_2,L,2,12,63,1656,3014
D,Prod_L_2,L,2,12,64,0,894
D,Prod_L_2,L,2,12,73,1242,1503
D,Prod_L_2,L,2,12,74,828,2111
D,Prod_L_2,L,2,12,77,1242,2194
D,Prod_L_2,L,2,12,78,1242,1242
D,Prod_L_2,L,2,12,79,621,1387
D,Prod_L_2,L,2,12,82,1242,1789
D,Prod_L_2,L,2,12,83,1242,5092
D,Prod_L_2,L,2,12,89,4140,4264
