Distribution_Center,SKU_Code,Product_Offering,Generation,ASP Group,Week,Forecasted,Unconstrained_Demand
H,Prod_A_3,A,3,1,38,4239,2857
H,Prod_A_3,A,3,1,39,2078,8280
H,Prod_A_3,A,3,1,40,4157,290
H,Prod_A_3,A,3,1,41,1259,3643
H,Prod_A_3,A,3,1,42,439,1035
H,Prod_A_3,A,3,1,43,2898,4968
H,Prod_A_3,A,3,1,44,2898,662
H,Prod_A_3,A,3,1,46,2343,1449
H,Prod_A_3,A,3,1,47,4140,3768
H,Prod_A_3,A,3,1,48,3420,4554
H,Prod_A_3,A,3,1,51,1660,6417
H,Prod_A_3,A,3,1,52,5395,1739
H,Prod_A_3,A,3,1,53,6579,8582
H,Prod_A_3,A,3,1,54,1250,5879
H,Prod_A_3,A,3,1,55,1205,3395
H,Prod_A_3,A,3,1,56,13248,3561
H,Prod_A_3,A,3,1,57,5295,8529
H,Prod_A_3,A,3,1,58,1801,621
H,Prod_A_3,A,3,1,59,6624,9771
H,Prod_A_3,A,3,1,60,3312,6376
H,Prod_A_3,A,3,1,61,5366,8363
H,Prod_A_3,A,3,1,62,3602,8322
H,Prod_A_3,A,3,1,63,2923,331
H,Prod_A_3,A,3,1,64,9100,7825
H,Prod_A_3,A,3,1,65,6624,4264
H,Prod_A_3,A,3,1,66,10541,5299
H,Prod_A_3,A,3,1,67,10417,8115
H,Prod_A_3,A,3,1,68,662,10723
H,Prod_A_3,A,3,1,69,10425,5755
H,Prod_A_3,A,3,1,70,10764,5175
H,Prod_A_3,A,3,1,71,1615,3850
H,Prod_A_3,A,3,1,72,1648,5175
H,Prod_A_3,A,3,1,73,878,6748
H,Prod_A_3,A,3,1,75,6210,7328
H,Prod_A_3,A,3,1,76,14490,12793
H,Prod_A_3,A,3,1,77,14466,2443
H,Prod_A_3,A,3,1,78,14308,6748
H,Prod_A_3,A,3,1,79,1639,166
H,Prod_A_3,A,3,1,80,1813,290
H,Prod_A_3,A,3,1,82,14093,8529
H,Prod_A_3,A,3,1,84,2004,8570
H,Prod_A_3,A,3,1,85,869,7121
H,Prod_A_3,A,3,1,86,1689,12048
H,Prod_A_3,A,3,1,87,853,16395
H,Prod_A_3,A,3,1,88,787,41
H,Prod_A_3,A,3,1,89,1457,207
H,Prod_A_3,A,3,1,90,1391,11096
H,Prod_A_3,A,3,1,91,0,5175
H,Prod_A_3,A,3,1,93,575,6210
H,Prod_A_3,A,3,1,96,1018,10682
H,Prod_A_3,A,3,1,97,1027,10930
H,Prod_A_3,A,3,1,100,468,6210
H,Prod_A_3,A,3,1,101,646,12503
H,Prod_A_3,A,3,1,103,298,4140
H,Prod_A_3,A,3,1,105,178,124
H,Prod_A_3,A,3,1,107,290,124
H,Prod_A_3,A,3,1,109,141,248
H,Prod_A_3,A,3,1,111,166,1697
H,Prod_A_3,A,3,1,112,4182,2111
H,Prod_A_3,A,3,1,113,4215,2939
H,Prod_A_3,A,3,1,114,4248,1366
H,Prod_A_3,A,3,1,115,4182,1532
H,Prod_A_3,A,3,1,116,2091,4844
H,Prod_A_3,A,3,1,117,4248,1697
H,Prod_A_3,A,3,1,118,3776,911
H,Prod_A_3,A,3,1,119,3751,3478
H,Prod_A_3,A,3,1,120,1863,1615
H,Prod_A_3,A,3,1,121,1639,414
H,Prod_A_3,A,3,1,122,1639,2525
H,Prod_A_3,A,3,1,123,1639,3354
H,Prod_A_3,A,3,1,124,1635,6790
H,Prod_A_3,A,3,1,125,1304,13455
H,Prod_A_3,A,3,1,126,1300,4140
H,Prod_A_3,A,3,1,129,2082,3726
H,Prod_A_3,A,3,1,130,1892,1656
H,Prod_A_3,A,3,1,131,2070,2484
H,Prod_A_3,A,3,1,132,2070,166
H,Prod_A_3,A,3,1,133,1904,1242
H,Prod_A_3,A,3,1,134,1685,13828
H,Prod_A_3,A,3,1,135,1685,12834
H,Prod_A_3,A,3,1,137,2070,22646
H,Prod_A_3,A,3,1,140,2128,6541
H,Prod_A_3,A,3,1,141,7908,8694
I,Prod_A_3,A,3,1,28,0,166
I,Prod_A_3,A,3,1,30,0,621
I,Prod_A_3,A,3,1,31,166,455
I,Prod_A_3,A,3,1,33,497,2360
I,Prod_A_3,A,3,1,34,662,580
I,Prod_A_3,A,3,1,35,41,331
I,Prod_A_3,A,3,1,36,331,1366
I,Prod_A_3,A,3,1,37,662,662
I,Prod_A_3,A,3,1,38,290,455
I,Prod_A_3,A,3,1,40,41,166
I,Prod_A_3,A,3,1,41,166,580
I,Prod_A_3,A,3,1,42,331,331
I,Prod_A_3,A,3,1,45,207,207
I,Prod_A_3,A,3,1,47,1656,621
I,Prod_A_3,A,3,1,50,1656,373
I,Prod_A_3,A,3,1,51,580,1325
I,Prod_A_3,A,3,1,53,331,662
I,Prod_A_3,A,3,1,55,580,5631
I,Prod_A_3,A,3,1,58,2484,745
I,Prod_A_3,A,3,1,59,2484,4803
I,Prod_A_3,A,3,1,60,2070,373
I,Prod_A_3,A,3,1,61,1242,704
I,Prod_A_3,A,3,1,62,2484,869
I,Prod_A_3,A,3,1,63,4968,1780
I,Prod_A_3,A,3,1,64,11178,2194
I,Prod_A_3,A,3,1,66,373,414
I,Prod_A_3,A,3,1,68,3312,1490
I,Prod_A_3,A,3,1,70,1656,1242
I,Prod_A_3,A,3,1,71,1656,1780
I,Prod_A_3,A,3,1,72,4968,9067
I,Prod_A_3,A,3,1,73,4140,1863
I,Prod_A_3,A,3,1,74,1656,497
I,Prod_A_3,A,3,1,75,2484,911
I,Prod_A_3,A,3,1,76,6210,3561
I,Prod_A_3,A,3,1,77,9936,1946
I,Prod_A_3,A,3,1,78,166,248
I,Prod_A_3,A,3,1,79,580,1035
I,Prod_A_3,A,3,1,80,1242,4513
I,Prod_A_3,A,3,1,81,1863,10847
I,Prod_A_3,A,3,1,82,1656,1242
I,Prod_A_3,A,3,1,85,2484,3064
I,Prod_A_3,A,3,1,86,2070,373
I,Prod_A_3,A,3,1,90,4140,911
I,Prod_A_3,A,3,1,93,1739,3561
I,Prod_A_3,A,3,1,94,1987,3602
I,Prod_A_3,A,3,1,95,2484,414
I,Prod_A_3,A,3,1,96,1656,1325
I,Prod_A_3,A,3,1,97,1656,1449
I,Prod_A_3,A,3,1,98,1242,4596
I,Prod_A_3,A,3,1,99,1242,455
I,Prod_A_3,A,3,1,100,1656,952
A,Prod_A_4,A,4,1,112,54215,3850
A,Prod_A_4,A,4,1,113,72287,7576
A,Prod_A_4,A,4,1,114,19326,13248
A,Prod_A_4,A,4,1,115,20022,5217
A,Prod_A_4,A,4,1,116,20022,4720
A,Prod_A_4,A,4,1,117,31879,8404
A,Prod_A_4,A,4,1,118,23909,1201
A,Prod_A_4,A,4,1,119,24009,7783
A,Prod_A_4,A,4,1,120,31581,8943
A,Prod_A_4,A,4,1,121,23288,4223
A,Prod_A_4,A,4,1,122,31879,4140
A,Prod_A_4,A,4,1,123,15915,3726
A,Prod_A_4,A,4,1,124,22928,2815
A,Prod_A_4,A,4,1,125,25015,8197
A,Prod_A_4,A,4,1,126,19997,4347
A,Prod_A_4,A,4,1,127,21487,3809
A,Prod_A_4,A,4,1,128,35340,7908
A,Prod_A_4,A,4,1,129,27747,8943
A,Prod_A_4,A,4,1,130,43637,2815
A,Prod_A_4,A,4,1,131,32728,6127
A,Prod_A_4,A,4,1,132,43637,8280
A,Prod_A_4,A,4,1,133,30442,4347
A,Prod_A_4,A,4,1,134,29436,5962
A,Prod_A_4,A,4,1,135,26994,4347
A,Prod_A_4,A,4,1,136,20245,7204
A,Prod_A_4,A,4,1,137,29436,4347
A,Prod_A_4,A,4,1,138,24940,3892
A,Prod_A_4,A,4,1,139,24940,9646
A,Prod_A_4,A,4,1,140,23698,6583
A,Prod_A_4,A,4,1,141,23698,5010
A,Prod_A_4,A,4,1,142,23698,2318
C,Prod_A_4,A,4,1,127,4157,2070
C,Prod_A_4,A,4,1,130,6566,2567
C,Prod_A_4,A,4,1,131,6947,994
C,Prod_A_4,A,4,1,132,8885,3312
C,Prod_A_4,A,4,1,133,4509,745
C,Prod_A_4,A,4,1,134,8752,2153
C,Prod_A_4,A,4,1,135,4836,2070
C,Prod_A_4,A,4,1,136,5746,2898
C,Prod_A_4,A,4,1,137,7800,1863
C,Prod_A_4,A,4,1,138,4380,1118
C,Prod_A_4,A,4,1,139,4662,2277
C,Prod_A_4,A,4,1,140,5879,3354
C,Prod_A_4,A,4,1,141,7494,7990
C,Prod_A_4,A,4,1,142,5506,2525
D,Prod_A_4,A,4,1,103,2269,1014
D,Prod_A_4,A,4,1,112,10909,3200
D,Prod_A_4,A,4,1,113,10909,2554
D,Prod_A_4,A,4,1,114,10350,3921
D,Prod_A_4,A,4,1,115,15525,5208
D,Prod_A_4,A,4,1,116,7763,2745
D,Prod_A_4,A,4,1,117,19326,6570
D,Prod_A_4,A,4,1,118,14495,6264
D,Prod_A_4,A,4,1,119,9663,4807
D,Prod_A_4,A,4,1,120,21810,3072
D,Prod_A_4,A,4,1,121,21496,4090
D,Prod_A_4,A,4,1,122,26869,3014
D,Prod_A_4,A,4,1,123,26869,1043
D,Prod_A_4,A,4,1,124,23350,2281
D,Prod_A_4,A,4,1,125,21860,1780
D,Prod_A_4,A,4,1,126,8744,4778
D,Prod_A_4,A,4,1,127,21860,3184
D,Prod_A_4,A,4,1,128,26232,4546
D,Prod_A_4,A,4,1,129,13737,3846
D,Prod_A_4,A,4,1,130,24758,4968
D,Prod_A_4,A,4,1,131,24758,4587
D,Prod_A_4,A,4,1,132,30947,7564
D,Prod_A_4,A,4,1,133,29768,3867
D,Prod_A_4,A,4,1,134,31200,5411
D,Prod_A_4,A,4,1,135,20800,4616
D,Prod_A_4,A,4,1,136,31200,4078
D,Prod_A_4,A,4,1,137,20800,5511
D,Prod_A_4,A,4,1,138,14971,3689
D,Prod_A_4,A,4,1,139,18713,8260
D,Prod_A_4,A,4,1,140,14143,5196
D,Prod_A_4,A,4,1,141,17678,6885
D,Prod_A_4,A,4,1,142,21214,3933
E,Prod_A_4,A,4,1,90,104,83
E,Prod_A_4,A,4,1,92,149,83
E,Prod_A_4,A,4,1,93,190,124
E,Prod_A_4,A,4,1,94,778,83
E,Prod_A_4,A,4,1,95,832,331
E,Prod_A_4,A,4,1,96,1130,414
E,Prod_A_4,A,4,1,97,166,41
E,Prod_A_4,A,4,1,98,580,248
E,Prod_A_4,A,4,1,99,778,538
E,Prod_A_4,A,4,1,100,1325,331
E,Prod_A_4,A,4,1,101,770,248
E,Prod_A_4,A,4,1,103,2732,207
E,Prod_A_4,A,4,1,104,1714,290
E,Prod_A_4,A,4,1,105,683,331
E,Prod_A_4,A,4,1,106,1093,373
E,Prod_A_4,A,4,1,107,1093,580
E,Prod_A_4,A,4,1,108,671,580
E,Prod_A_4,A,4,1,109,273,83
E,Prod_A_4,A,4,1,110,323,248
E,Prod_A_4,A,4,1,111,1366,497
E,Prod_A_4,A,4,1,112,1921,414
E,Prod_A_4,A,4,1,113,1764,455
E,Prod_A_4,A,4,1,114,1143,1035
E,Prod_A_4,A,4,1,115,2120,745
E,Prod_A_4,A,4,1,116,2037,1118
E,Prod_A_4,A,4,1,117,4538,911
E,Prod_A_4,A,4,1,118,720,497
E,Prod_A_4,A,4,1,119,1855,1449
E,Prod_A_4,A,4,1,120,1292,704
E,Prod_A_4,A,4,1,121,1018,538
E,Prod_A_4,A,4,1,122,1755,2691
E,Prod_A_4,A,4,1,123,323,248
E,Prod_A_4,A,4,1,124,1540,1532
E,Prod_A_4,A,4,1,125,1267,580
E,Prod_A_4,A,4,1,126,2832,994
E,Prod_A_4,A,4,1,127,882,580
E,Prod_A_4,A,4,1,128,1677,662
E,Prod_A_4,A,4,1,129,306,41
E,Prod_A_4,A,4,1,130,2683,1449
E,Prod_A_4,A,4,1,131,994,745
E,Prod_A_4,A,4,1,132,161,704
E,Prod_A_4,A,4,1,133,882,745
E,Prod_A_4,A,4,1,134,1168,414
E,Prod_A_4,A,4,1,135,2749,1532
E,Prod_A_4,A,4,1,136,215,414
E,Prod_A_4,A,4,1,137,1081,869
E,Prod_A_4,A,4,1,138,1027,414
E,Prod_A_4,A,4,1,139,2468,1159
E,Prod_A_4,A,4,1,140,696,1573
E,Prod_A_4,A,4,1,141,509,662
E,Prod_A_4,A,4,1,142,1408,704
F,Prod_A_4,A,4,1,85,869,1159
F,Prod_A_4,A,4,1,87,1445,497
F,Prod_A_4,A,4,1,88,1987,1615
F,Prod_A_4,A,4,1,90,1855,1076
F,Prod_A_4,A,4,1,92,1855,1573
F,Prod_A_4,A,4,1,94,1855,580
F,Prod_A_4,A,4,1,95,1855,414
F,Prod_A_4,A,4,1,97,1855,1242
F,Prod_A_4,A,4,1,99,1801,166
F,Prod_A_4,A,4,1,100,1855,414
F,Prod_A_4,A,4,1,101,1681,2443
F,Prod_A_4,A,4,1,102,1971,3892
F,Prod_A_4,A,4,1,104,1971,41
F,Prod_A_4,A,4,1,105,2153,828
F,Prod_A_4,A,4,1,106,2153,4761
F,Prod_A_4,A,4,1,108,2153,331
F,Prod_A_4,A,4,1,109,2306,1697
F,Prod_A_4,A,4,1,112,1813,1904
F,Prod_A_4,A,4,1,113,1813,1076
F,Prod_A_4,A,4,1,114,2145,1283
F,Prod_A_4,A,4,1,115,2145,3354
F,Prod_A_4,A,4,1,116,2877,1408
H,Prod_A_4,A,4,1,84,6326,662
H,Prod_A_4,A,4,1,85,5655,1201
H,Prod_A_4,A,4,1,86,6036,497
H,Prod_A_4,A,4,1,87,6964,1697
H,Prod_A_4,A,4,1,88,3561,621
H,Prod_A_4,A,4,1,90,7535,1490
H,Prod_A_4,A,4,1,96,8595,1325
H,Prod_A_4,A,4,1,97,9125,2443
H,Prod_A_4,A,4,1,101,10682,3229
H,Prod_A_4,A,4,1,103,11982,3809
H,Prod_A_4,A,4,1,105,10806,3561
H,Prod_A_4,A,4,1,106,11228,5134
H,Prod_A_4,A,4,1,107,10417,8280
H,Prod_A_4,A,4,1,109,13903,3312
H,Prod_A_4,A,4,1,112,3917,4844
H,Prod_A_4,A,4,1,113,17273,5465
H,Prod_A_4,A,4,1,114,16585,3726
H,Prod_A_4,A,4,1,115,6790,4720
H,Prod_A_4,A,4,1,116,6790,3975
H,Prod_A_4,A,4,1,117,21181,1449
H,Prod_A_4,A,4,1,118,17819,1987
H,Prod_A_4,A,4,1,119,18448,5755
H,Prod_A_4,A,4,1,120,18440,9108
H,Prod_A_4,A,4,1,121,10301,745
H,Prod_A_4,A,4,1,122,17264,6873
H,Prod_A_4,A,4,1,123,9257,7659
H,Prod_A_4,A,4,1,124,27375,23309
H,Prod_A_4,A,4,1,125,13364,13497
H,Prod_A_4,A,4,1,126,26546,7576
H,Prod_A_4,A,4,1,127,26546,9150
H,Prod_A_4,A,4,1,128,13364,17140
H,Prod_A_4,A,4,1,129,9663,13000
H,Prod_A_4,A,4,1,130,26439,3271
H,Prod_A_4,A,4,1,131,36181,497
H,Prod_A_4,A,4,1,132,24013,1987
H,Prod_A_4,A,4,1,133,23036,3395
H,Prod_A_4,A,4,1,134,12909,9439
H,Prod_A_4,A,4,1,135,19115,12006
H,Prod_A_4,A,4,1,136,22555,662
H,Prod_A_4,A,4,1,137,33783,6252
H,Prod_A_4,A,4,1,138,23648,20121
H,Prod_A_4,A,4,1,139,12271,5010
H,Prod_A_4,A,4,1,140,32467,26083
H,Prod_A_4,A,4,1,141,24104,8818
H,Prod_A_4,A,4,1,142,53967,15732
D,Prod_AA_2,AA,2,14,1,124,2070
D,Prod_AA_2,AA,2,14,3,41,787
D,Prod_AA_2,AA,2,14,6,1689,141
D,Prod_AA_2,AA,2,14,9,563,124
D,Prod_AA_2,AA,2,14,12,1300,1242
D,Prod_AA_2,AA,2,14,14,311,2273
D,Prod_AA_2,AA,2,14,17,83,1076
D,Prod_AA_2,AA,2,14,18,83,1118
D,Prod_AA_2,AA,2,14,19,21,124
D,Prod_AA_2,AA,2,14,20,25,41
D,Prod_AA_2,AA,2,14,21,124,994
D,Prod_AA_2,AA,2,14,22,1159,662
D,Prod_AA_2,AA,2,14,23,1714,1110
D,Prod_AA_2,AA,2,14,24,1176,1035
D,Prod_AA_2,AA,2,14,25,10847,2145
D,Prod_AA_2,AA,2,14,26,124,994
D,Prod_AA_2,AA,2,14,27,1201,613
D,Prod_AA_2,AA,2,14,28,1151,1300
D,Prod_AA_2,AA,2,14,29,1615,687
D,Prod_AA_2,AA,2,14,30,1615,1366
D,Prod_AA_2,AA,2,14,31,1151,621
D,Prod_AA_2,AA,2,14,32,149,1060
D,Prod_AA_2,AA,2,14,33,1776,1035
D,Prod_AA_2,AA,2,14,34,580,373
D,Prod_AA_2,AA,2,14,35,2153,1557
D,Prod_AA_2,AA,2,14,36,2153,600
D,Prod_AA_2,AA,2,14,37,1615,1366
D,Prod_AA_2,AA,2,14,38,1076,869
D,Prod_AA_2,AA,2,14,39,1076,1325
D,Prod_AA_2,AA,2,14,40,1615,1159
D,Prod_AA_2,AA,2,14,41,538,207
D,Prod_AA_2,AA,2,14,42,1076,161
D,Prod_AA_2,AA,2,14,43,1076,1511
D,Prod_AA_2,AA,2,14,45,1076,704
D,Prod_AA_2,AA,2,14,47,1076,600
D,Prod_AA_2,AA,2,14,48,2691,2103
D,Prod_AA_2,AA,2,14,49,1076,828
D,Prod_AA_2,AA,2,14,50,1076,1697
D,Prod_AA_2,AA,2,14,51,0,2857
D,Prod_AA_2,AA,2,14,52,1615,1780
D,Prod_AA_2,AA,2,14,53,1615,961
D,Prod_AA_2,AA,2,14,54,1615,1656
D,Prod_AA_2,AA,2,14,55,1615,265
D,Prod_AA_2,AA,2,14,56,1242,414
D,Prod_AA_2,AA,2,14,57,414,331
D,Prod_AA_2,AA,2,14,58,828,1532
D,Prod_AA_2,AA,2,14,59,1242,1043
D,Prod_AA_2,AA,2,14,60,1656,1035
D,Prod_AA_2,AA,2,14,61,828,497
D,Prod_AA_2,AA,2,14,64,828,704
D,Prod_AA_2,AA,2,14,65,828,489
D,Prod_AA_2,AA,2,14,73,331,952
D,Prod_AA_2,AA,2,14,77,331,83
D,Prod_AA_2,AA,2,14,78,331,662
D,Prod_AA_2,AA,2,14,82,331,373
D,Prod_AA_2,AA,2,14,115,124,124
D,Prod_AA_2,AA,2,14,116,248,83
F,Prod_AA_2,AA,2,14,3,356,373
F,Prod_AA_2,AA,2,14,15,137,538
F,Prod_AA_2,AA,2,14,17,190,166
F,Prod_AA_2,AA,2,14,18,170,290
F,Prod_AA_2,AA,2,14,19,170,290
F,Prod_AA_2,AA,2,14,23,207,704
F,Prod_AA_2,AA,2,14,25,190,248
F,Prod_AA_2,AA,2,14,27,166,166
F,Prod_AA_2,AA,2,14,28,166,662
F,Prod_AA_2,AA,2,14,29,166,248
F,Prod_AA_2,AA,2,14,32,190,207
F,Prod_AA_2,AA,2,14,33,190,538
F,Prod_AA_2,AA,2,14,34,207,373
F,Prod_AA_2,AA,2,14,35,207,83
F,Prod_AA_2,AA,2,14,36,178,83
F,Prod_AA_2,AA,2,14,38,0,745
F,Prod_AA_2,AA,2,14,39,116,83
F,Prod_AA_2,AA,2,14,40,161,455
F,Prod_AA_2,AA,2,14,43,137,373
F,Prod_AA_2,AA,2,14,46,207,41
F,Prod_AA_2,AA,2,14,48,166,787
F,Prod_AA_2,AA,2,14,52,166,2029
F,Prod_AA_2,AA,2,14,53,166,166
F,Prod_AA_2,AA,2,14,57,621,166
F,Prod_AA_2,AA,2,14,58,199,166
F,Prod_AA_2,AA,2,14,60,199,455
F,Prod_AA_2,AA,2,14,63,199,455
F,Prod_AA_2,AA,2,14,64,186,41
F,Prod_AA_2,AA,2,14,66,186,207
F,Prod_AA_2,AA,2,14,68,174,41
F,Prod_AA_2,AA,2,14,72,290,1366
F,Prod_AA_2,AA,2,14,74,311,207
F,Prod_AA_2,AA,2,14,76,621,83
F,Prod_AA_2,AA,2,14,77,621,290
F,Prod_AA_2,AA,2,14,79,580,414
F,Prod_AA_2,AA,2,14,80,621,994
F,Prod_AA_2,AA,2,14,81,621,911
F,Prod_AA_2,AA,2,14,84,311,207
F,Prod_AA_2,AA,2,14,87,311,166
F,Prod_AA_2,AA,2,14,88,311,290
F,Prod_AA_2,AA,2,14,90,290,83
F,Prod_AA_2,AA,2,14,95,145,41
F,Prod_AA_2,AA,2,14,101,174,83
G,Prod_AA_2,AA,2,14,1,994,2815
G,Prod_AA_2,AA,2,14,2,497,497
G,Prod_AA_2,AA,2,14,3,1739,1739
G,Prod_AA_2,AA,2,14,4,1801,8032
G,Prod_AA_2,AA,2,14,5,1801,1076
G,Prod_AA_2,AA,2,14,6,1490,2691
G,Prod_AA_2,AA,2,14,7,1656,455
G,Prod_AA_2,AA,2,14,8,1863,1863
G,Prod_AA_2,AA,2,14,9,911,83
G,Prod_AA_2,AA,2,14,10,414,1201
G,Prod_AA_2,AA,2,14,11,1615,1615
G,Prod_AA_2,AA,2,14,12,3751,828
G,Prod_AA_2,AA,2,14,13,455,662
G,Prod_AA_2,AA,2,14,14,199,1076
G,Prod_AA_2,AA,2,14,15,828,994
G,Prod_AA_2,AA,2,14,16,1076,1035
G,Prod_AA_2,AA,2,14,17,1209,3602
G,Prod_AA_2,AA,2,14,18,1126,2029
G,Prod_AA_2,AA,2,14,19,994,580
G,Prod_AA_2,AA,2,14,20,1689,1325
G,Prod_AA_2,AA,2,14,21,1126,2608
G,Prod_AA_2,AA,2,14,22,563,1573
G,Prod_AA_2,AA,2,14,23,1689,621
G,Prod_AA_2,AA,2,14,24,662,1573
G,Prod_AA_2,AA,2,14,25,6707,2774
G,Prod_AA_2,AA,2,14,26,497,4140
G,Prod_AA_2,AA,2,14,27,1573,1532
G,Prod_AA_2,AA,2,14,28,1408,207
G,Prod_AA_2,AA,2,14,29,1101,2939
G,Prod_AA_2,AA,2,14,30,0,6252
G,Prod_AA_2,AA,2,14,31,704,952
G,Prod_AA_2,AA,2,14,32,166,2111
G,Prod_AA_2,AA,2,14,33,3312,83
G,Prod_AA_2,AA,2,14,34,7701,1573
G,Prod_AA_2,AA,2,14,35,4720,290
G,Prod_AA_2,AA,2,14,36,5217,2401
G,Prod_AA_2,AA,2,14,37,6955,2443
G,Prod_AA_2,AA,2,14,38,7875,2650
G,Prod_AA_2,AA,2,14,39,1739,621
G,Prod_AA_2,AA,2,14,40,248,455
G,Prod_AA_2,AA,2,14,41,83,2981
G,Prod_AA_2,AA,2,14,42,83,704
G,Prod_AA_2,AA,2,14,43,6790,2898
G,Prod_AA_2,AA,2,14,44,3395,6252
G,Prod_AA_2,AA,2,14,45,41,1615
G,Prod_AA_2,AA,2,14,46,83,455
G,Prod_AA_2,AA,2,14,47,3395,787
G,Prod_AA_2,AA,2,14,48,6790,1739
G,Prod_AA_2,AA,2,14,49,124,455
G,Prod_AA_2,AA,2,14,50,166,2153
G,Prod_AA_2,AA,2,14,51,9054,3768
G,Prod_AA_2,AA,2,14,52,5341,1615
G,Prod_AA_2,AA,2,14,53,6790,3436
G,Prod_AA_2,AA,2,14,54,124,2236
G,Prod_AA_2,AA,2,14,55,124,1325
G,Prod_AA_2,AA,2,14,56,3850,1656
G,Prod_AA_2,AA,2,14,57,3850,1739
G,Prod_AA_2,AA,2,14,58,166,4471
G,Prod_AA_2,AA,2,14,59,2608,331
G,Prod_AA_2,AA,2,14,60,3726,455
G,Prod_AA_2,AA,2,14,61,4306,3188
G,Prod_AA_2,AA,2,14,62,248,1408
G,Prod_AA_2,AA,2,14,63,248,3271
G,Prod_AA_2,AA,2,14,64,2360,207
G,Prod_AA_2,AA,2,14,65,2153,538
G,Prod_AA_2,AA,2,14,66,124,3685
G,Prod_AA_2,AA,2,14,67,124,5672
G,Prod_AA_2,AA,2,14,68,3850,1201
G,Prod_AA_2,AA,2,14,69,83,2070
G,Prod_AA_2,AA,2,14,70,41,41
G,Prod_AA_2,AA,2,14,71,83,580
G,Prod_AA_2,AA,2,14,72,124,3478
G,Prod_AA_2,AA,2,14,73,166,4016
G,Prod_AA_2,AA,2,14,74,124,1532
G,Prod_AA_2,AA,2,14,75,166,911
G,Prod_AA_2,AA,2,14,76,414,869
G,Prod_AA_2,AA,2,14,77,5105,1615
G,Prod_AA_2,AA,2,14,78,3229,952
G,Prod_AA_2,AA,2,14,79,3229,1490
G,Prod_AA_2,AA,2,14,80,83,497
G,Prod_AA_2,AA,2,14,81,124,3312
G,Prod_AA_2,AA,2,14,82,1076,662
G,Prod_AA_2,AA,2,14,83,2153,538
G,Prod_AA_2,AA,2,14,84,83,662
G,Prod_AA_2,AA,2,14,85,141,869
G,Prod_AA_2,AA,2,14,86,83,1697
G,Prod_AA_2,AA,2,14,87,41,124
G,Prod_AA_2,AA,2,14,88,83,787
G,Prod_AA_2,AA,2,14,89,83,331
G,Prod_AA_2,AA,2,14,90,476,414
G,Prod_AA_2,AA,2,14,91,41,248
G,Prod_AA_2,AA,2,14,92,8,1490
G,Prod_AA_2,AA,2,14,93,12,1159
G,Prod_AA_2,AA,2,14,94,83,1325
G,Prod_AA_2,AA,2,14,95,83,745
G,Prod_AA_2,AA,2,14,96,41,704
G,Prod_AA_2,AA,2,14,97,83,1118
G,Prod_AA_2,AA,2,14,98,83,373
H,Prod_AA_2,AA,2,14,12,1035,1035
H,Prod_AA_2,AA,2,14,17,323,952
H,Prod_AA_2,AA,2,14,18,323,662
H,Prod_AA_2,AA,2,14,19,671,108
H,Prod_AA_2,AA,2,14,20,538,137
H,Prod_AA_2,AA,2,14,21,538,497
H,Prod_AA_2,AA,2,14,22,538,248
H,Prod_AA_2,AA,2,14,24,1126,869
H,Prod_AA_2,AA,2,14,25,2410,455
H,Prod_AA_2,AA,2,14,26,961,538
H,Prod_AA_2,AA,2,14,27,95,662
H,Prod_AA_2,AA,2,14,28,41,1532
H,Prod_AA_2,AA,2,14,29,1441,290
H,Prod_AA_2,AA,2,14,30,936,1573
H,Prod_AA_2,AA,2,14,31,936,1283
H,Prod_AA_2,AA,2,14,32,638,1076
H,Prod_AA_2,AA,2,14,33,704,83
H,Prod_AA_2,AA,2,14,34,1466,745
H,Prod_AA_2,AA,2,14,35,2211,331
H,Prod_AA_2,AA,2,14,36,2244,1863
H,Prod_AA_2,AA,2,14,37,2029,952
H,Prod_AA_2,AA,2,14,38,745,41
H,Prod_AA_2,AA,2,14,39,2269,787
H,Prod_AA_2,AA,2,14,40,575,580
H,Prod_AA_2,AA,2,14,41,977,538
H,Prod_AA_2,AA,2,14,42,273,828
H,Prod_AA_2,AA,2,14,43,538,828
H,Prod_AA_2,AA,2,14,44,538,580
H,Prod_AA_2,AA,2,14,47,1076,828
H,Prod_AA_2,AA,2,14,48,1627,1242
H,Prod_AA_2,AA,2,14,51,1962,869
H,Prod_AA_2,AA,2,14,53,1163,290
H,Prod_AA_2,AA,2,14,54,1076,725
H,Prod_AA_2,AA,2,14,55,455,248
H,Prod_AA_2,AA,2,14,57,849,41
H,Prod_AA_2,AA,2,14,58,911,248
H,Prod_AA_2,AA,2,14,60,414,124
H,Prod_AA_2,AA,2,14,61,2683,286
H,Prod_AA_2,AA,2,14,62,476,414
H,Prod_AA_2,AA,2,14,63,1329,397
H,Prod_AA_2,AA,2,14,64,836,538
H,Prod_AA_2,AA,2,14,65,828,869
H,Prod_AA_2,AA,2,14,66,306,248
H,Prod_AA_2,AA,2,14,67,489,455
H,Prod_AA_2,AA,2,14,68,538,190
H,Prod_AA_2,AA,2,14,69,696,530
H,Prod_AA_2,AA,2,14,71,211,435
H,Prod_AA_2,AA,2,14,72,232,50
H,Prod_AA_2,AA,2,14,76,319,83
H,Prod_AA_2,AA,2,14,77,402,83
H,Prod_AA_2,AA,2,14,78,696,124
H,Prod_AA_2,AA,2,14,79,219,41
H,Prod_AA_2,AA,2,14,80,364,787
